sprint_norris,sprint_piastri,sprint_verstappen,corrida_norris,corrida_piastri,corrida_verstappen,pts_norris,pts_piastri,pts_verstappen,tipo_empate,pilotos_empatados
1,2,3,99,1,2,398,398,390,duplo,Norris & Piastri
1,2,3,99,1,3,398,398,387,duplo,Norris & Piastri
1,2,3,99,1,4,398,398,384,duplo,Norris & Piastri
1,2,3,99,1,5,398,398,382,duplo,Norris & Piastri
1,2,3,99,1,6,398,398,380,duplo,Norris & Piastri
1,2,3,99,1,7,398,398,378,duplo,Norris & Piastri
1,2,3,99,1,8,398,398,376,duplo,Norris & Piastri
1,2,3,99,1,9,398,398,374,duplo,Norris & Piastri
1,2,3,99,1,10,398,398,373,duplo,Norris & Piastri
1,2,3,99,1,99,398,398,372,duplo,Norris & Piastri
1,2,4,99,1,2,398,398,389,duplo,Norris & Piastri
1,2,4,99,1,3,398,398,386,duplo,Norris & Piastri
1,2,4,99,1,4,398,398,383,duplo,Norris & Piastri
1,2,4,99,1,5,398,398,381,duplo,Norris & Piastri
1,2,4,99,1,6,398,398,379,duplo,Norris & Piastri
1,2,4,99,1,7,398,398,377,duplo,Norris & Piastri
1,2,4,99,1,8,398,398,375,duplo,Norris & Piastri
1,2,4,99,1,9,398,398,373,duplo,Norris & Piastri
1,2,4,99,1,10,398,398,372,duplo,Norris & Piastri
1,2,4,99,1,99,398,398,371,duplo,Norris & Piastri
1,2,5,99,1,2,398,398,388,duplo,Norris & Piastri
1,2,5,99,1,3,398,398,385,duplo,Norris & Piastri
1,2,5,99,1,4,398,398,382,duplo,Norris & Piastri
1,2,5,99,1,5,398,398,380,duplo,Norris & Piastri
1,2,5,99,1,6,398,398,378,duplo,Norris & Piastri
1,2,5,99,1,7,398,398,376,duplo,Norris & Piastri
1,2,5,99,1,8,398,398,374,duplo,Norris & Piastri
1,2,5,99,1,9,398,398,372,duplo,Norris & Piastri
1,2,5,99,1,10,398,398,371,duplo,Norris & Piastri
1,2,5,99,1,99,398,398,370,duplo,Norris & Piastri
1,2,6,99,1,2,398,398,387,duplo,Norris & Piastri
1,2,6,99,1,3,398,398,384,duplo,Norris & Piastri
1,2,6,99,1,4,398,398,381,duplo,Norris & Piastri
1,2,6,99,1,5,398,398,379,duplo,Norris & Piastri
1,2,6,99,1,6,398,398,377,duplo,Norris & Piastri
1,2,6,99,1,7,398,398,375,duplo,Norris & Piastri
1,2,6,99,1,8,398,398,373,duplo,Norris & Piastri
1,2,6,99,1,9,398,398,371,duplo,Norris & Piastri
1,2,6,99,1,10,398,398,370,duplo,Norris & Piastri
1,2,6,99,1,99,398,398,369,duplo,Norris & Piastri
1,2,7,99,1,2,398,398,386,duplo,Norris & Piastri
1,2,7,99,1,3,398,398,383,duplo,Norris & Piastri
1,2,7,99,1,4,398,398,380,duplo,Norris & Piastri
1,2,7,99,1,5,398,398,378,duplo,Norris & Piastri
1,2,7,99,1,6,398,398,376,duplo,Norris & Piastri
1,2,7,99,1,7,398,398,374,duplo,Norris & Piastri
1,2,7,99,1,8,398,398,372,duplo,Norris & Piastri
1,2,7,99,1,9,398,398,370,duplo,Norris & Piastri
1,2,7,99,1,10,398,398,369,duplo,Norris & Piastri
1,2,7,99,1,99,398,398,368,duplo,Norris & Piastri
1,2,8,99,1,2,398,398,385,duplo,Norris & Piastri
1,2,8,99,1,3,398,398,382,duplo,Norris & Piastri
1,2,8,99,1,4,398,398,379,duplo,Norris & Piastri
1,2,8,99,1,5,398,398,377,duplo,Norris & Piastri
1,2,8,99,1,6,398,398,375,duplo,Norris & Piastri
1,2,8,99,1,7,398,398,373,duplo,Norris & Piastri
1,2,8,99,1,8,398,398,371,duplo,Norris & Piastri
1,2,8,99,1,9,398,398,369,duplo,Norris & Piastri
1,2,8,99,1,10,398,398,368,duplo,Norris & Piastri
1,2,8,99,1,99,398,398,367,duplo,Norris & Piastri
1,2,99,99,1,2,398,398,384,duplo,Norris & Piastri
1,2,99,99,1,3,398,398,381,duplo,Norris & Piastri
1,2,99,99,1,4,398,398,378,duplo,Norris & Piastri
1,2,99,99,1,5,398,398,376,duplo,Norris & Piastri
1,2,99,99,1,6,398,398,374,duplo,Norris & Piastri
1,2,99,99,1,7,398,398,372,duplo,Norris & Piastri
1,2,99,99,1,8,398,398,370,duplo,Norris & Piastri
1,2,99,99,1,9,398,398,368,duplo,Norris & Piastri
1,2,99,99,1,10,398,398,367,duplo,Norris & Piastri
1,2,99,99,1,99,398,398,366,duplo,Norris & Piastri
1,3,2,99,2,1,398,390,398,duplo,Norris & Verstappen
1,3,2,99,3,1,398,387,398,duplo,Norris & Verstappen
1,3,2,99,4,1,398,384,398,duplo,Norris & Verstappen
1,3,2,99,5,1,398,382,398,duplo,Norris & Verstappen
1,3,2,99,6,1,398,380,398,duplo,Norris & Verstappen
1,3,2,99,7,1,398,378,398,duplo,Norris & Verstappen
1,3,2,99,8,1,398,376,398,duplo,Norris & Verstappen
1,3,2,99,9,1,398,374,398,duplo,Norris & Verstappen
1,3,2,99,10,1,398,373,398,duplo,Norris & Verstappen
1,3,2,99,99,1,398,372,398,duplo,Norris & Verstappen
1,4,2,99,2,1,398,389,398,duplo,Norris & Verstappen
1,4,2,99,3,1,398,386,398,duplo,Norris & Verstappen
1,4,2,99,4,1,398,383,398,duplo,Norris & Verstappen
1,4,2,99,5,1,398,381,398,duplo,Norris & Verstappen
1,4,2,99,6,1,398,379,398,duplo,Norris & Verstappen
1,4,2,99,7,1,398,377,398,duplo,Norris & Verstappen
1,4,2,99,8,1,398,375,398,duplo,Norris & Verstappen
1,4,2,99,9,1,398,373,398,duplo,Norris & Verstappen
1,4,2,99,10,1,398,372,398,duplo,Norris & Verstappen
1,4,2,99,99,1,398,371,398,duplo,Norris & Verstappen
1,5,2,99,2,1,398,388,398,duplo,Norris & Verstappen
1,5,2,99,3,1,398,385,398,duplo,Norris & Verstappen
1,5,2,99,4,1,398,382,398,duplo,Norris & Verstappen
1,5,2,99,5,1,398,380,398,duplo,Norris & Verstappen
1,5,2,99,6,1,398,378,398,duplo,Norris & Verstappen
1,5,2,99,7,1,398,376,398,duplo,Norris & Verstappen
1,5,2,99,8,1,398,374,398,duplo,Norris & Verstappen
1,5,2,99,9,1,398,372,398,duplo,Norris & Verstappen
1,5,2,99,10,1,398,371,398,duplo,Norris & Verstappen
1,5,2,99,99,1,398,370,398,duplo,Norris & Verstappen
1,6,2,99,2,1,398,387,398,duplo,Norris & Verstappen
1,6,2,99,3,1,398,384,398,duplo,Norris & Verstappen
1,6,2,99,4,1,398,381,398,duplo,Norris & Verstappen
1,6,2,99,5,1,398,379,398,duplo,Norris & Verstappen
1,6,2,99,6,1,398,377,398,duplo,Norris & Verstappen
1,6,2,99,7,1,398,375,398,duplo,Norris & Verstappen
1,6,2,99,8,1,398,373,398,duplo,Norris & Verstappen
1,6,2,99,9,1,398,371,398,duplo,Norris & Verstappen
1,6,2,99,10,1,398,370,398,duplo,Norris & Verstappen
1,6,2,99,99,1,398,369,398,duplo,Norris & Verstappen
1,7,2,99,2,1,398,386,398,duplo,Norris & Verstappen
1,7,2,99,3,1,398,383,398,duplo,Norris & Verstappen
1,7,2,99,4,1,398,380,398,duplo,Norris & Verstappen
1,7,2,99,5,1,398,378,398,duplo,Norris & Verstappen
1,7,2,99,6,1,398,376,398,duplo,Norris & Verstappen
1,7,2,99,7,1,398,374,398,duplo,Norris & Verstappen
1,7,2,99,8,1,398,372,398,duplo,Norris & Verstappen
1,7,2,99,9,1,398,370,398,duplo,Norris & Verstappen
1,7,2,99,10,1,398,369,398,duplo,Norris & Verstappen
1,7,2,99,99,1,398,368,398,duplo,Norris & Verstappen
1,8,2,99,2,1,398,385,398,duplo,Norris & Verstappen
1,8,2,99,3,1,398,382,398,duplo,Norris & Verstappen
1,8,2,99,4,1,398,379,398,duplo,Norris & Verstappen
1,8,2,99,5,1,398,377,398,duplo,Norris & Verstappen
1,8,2,99,6,1,398,375,398,duplo,Norris & Verstappen
1,8,2,99,7,1,398,373,398,duplo,Norris & Verstappen
1,8,2,99,8,1,398,371,398,duplo,Norris & Verstappen
1,8,2,99,9,1,398,369,398,duplo,Norris & Verstappen
1,8,2,99,10,1,398,368,398,duplo,Norris & Verstappen
1,8,2,99,99,1,398,367,398,duplo,Norris & Verstappen
1,99,2,99,2,1,398,384,398,duplo,Norris & Verstappen
1,99,2,99,3,1,398,381,398,duplo,Norris & Verstappen
1,99,2,99,4,1,398,378,398,duplo,Norris & Verstappen
1,99,2,99,5,1,398,376,398,duplo,Norris & Verstappen
1,99,2,99,6,1,398,374,398,duplo,Norris & Verstappen
1,99,2,99,7,1,398,372,398,duplo,Norris & Verstappen
1,99,2,99,8,1,398,370,398,duplo,Norris & Verstappen
1,99,2,99,9,1,398,368,398,duplo,Norris & Verstappen
1,99,2,99,10,1,398,367,398,duplo,Norris & Verstappen
1,99,2,99,99,1,398,366,398,duplo,Norris & Verstappen
2,1,3,9,1,2,399,399,390,duplo,Norris & Piastri
2,1,3,9,1,3,399,399,387,duplo,Norris & Piastri
2,1,3,9,1,4,399,399,384,duplo,Norris & Piastri
2,1,3,9,1,5,399,399,382,duplo,Norris & Piastri
2,1,3,9,1,6,399,399,380,duplo,Norris & Piastri
2,1,3,9,1,7,399,399,378,duplo,Norris & Piastri
2,1,3,9,1,8,399,399,376,duplo,Norris & Piastri
2,1,3,9,1,10,399,399,373,duplo,Norris & Piastri
2,1,3,9,1,99,399,399,372,duplo,Norris & Piastri
2,1,3,99,2,1,397,392,397,duplo,Norris & Verstappen
2,1,3,99,3,1,397,389,397,duplo,Norris & Verstappen
2,1,3,99,4,1,397,386,397,duplo,Norris & Verstappen
2,1,3,99,5,1,397,384,397,duplo,Norris & Verstappen
2,1,3,99,6,1,397,382,397,duplo,Norris & Verstappen
2,1,3,99,7,1,397,380,397,duplo,Norris & Verstappen
2,1,3,99,8,1,397,378,397,duplo,Norris & Verstappen
2,1,3,99,9,1,397,376,397,duplo,Norris & Verstappen
2,1,3,99,10,1,397,375,397,duplo,Norris & Verstappen
2,1,3,99,99,1,397,374,397,duplo,Norris & Verstappen
2,1,4,9,1,2,399,399,389,duplo,Norris & Piastri
2,1,4,9,1,3,399,399,386,duplo,Norris & Piastri
2,1,4,9,1,4,399,399,383,duplo,Norris & Piastri
2,1,4,9,1,5,399,399,381,duplo,Norris & Piastri
2,1,4,9,1,6,399,399,379,duplo,Norris & Piastri
2,1,4,9,1,7,399,399,377,duplo,Norris & Piastri
2,1,4,9,1,8,399,399,375,duplo,Norris & Piastri
2,1,4,9,1,10,399,399,372,duplo,Norris & Piastri
2,1,4,9,1,99,399,399,371,duplo,Norris & Piastri
2,1,5,9,1,2,399,399,388,duplo,Norris & Piastri
2,1,5,9,1,3,399,399,385,duplo,Norris & Piastri
2,1,5,9,1,4,399,399,382,duplo,Norris & Piastri
2,1,5,9,1,5,399,399,380,duplo,Norris & Piastri
2,1,5,9,1,6,399,399,378,duplo,Norris & Piastri
2,1,5,9,1,7,399,399,376,duplo,Norris & Piastri
2,1,5,9,1,8,399,399,374,duplo,Norris & Piastri
2,1,5,9,1,10,399,399,371,duplo,Norris & Piastri
2,1,5,9,1,99,399,399,370,duplo,Norris & Piastri
2,1,6,9,1,2,399,399,387,duplo,Norris & Piastri
2,1,6,9,1,3,399,399,384,duplo,Norris & Piastri
2,1,6,9,1,4,399,399,381,duplo,Norris & Piastri
2,1,6,9,1,5,399,399,379,duplo,Norris & Piastri
2,1,6,9,1,6,399,399,377,duplo,Norris & Piastri
2,1,6,9,1,7,399,399,375,duplo,Norris & Piastri
2,1,6,9,1,8,399,399,373,duplo,Norris & Piastri
2,1,6,9,1,10,399,399,370,duplo,Norris & Piastri
2,1,6,9,1,99,399,399,369,duplo,Norris & Piastri
2,1,7,9,1,2,399,399,386,duplo,Norris & Piastri
2,1,7,9,1,3,399,399,383,duplo,Norris & Piastri
2,1,7,9,1,4,399,399,380,duplo,Norris & Piastri
2,1,7,9,1,5,399,399,378,duplo,Norris & Piastri
2,1,7,9,1,6,399,399,376,duplo,Norris & Piastri
2,1,7,9,1,7,399,399,374,duplo,Norris & Piastri
2,1,7,9,1,8,399,399,372,duplo,Norris & Piastri
2,1,7,9,1,10,399,399,369,duplo,Norris & Piastri
2,1,7,9,1,99,399,399,368,duplo,Norris & Piastri
2,1,8,9,1,2,399,399,385,duplo,Norris & Piastri
2,1,8,9,1,3,399,399,382,duplo,Norris & Piastri
2,1,8,9,1,4,399,399,379,duplo,Norris & Piastri
2,1,8,9,1,5,399,399,377,duplo,Norris & Piastri
2,1,8,9,1,6,399,399,375,duplo,Norris & Piastri
2,1,8,9,1,7,399,399,373,duplo,Norris & Piastri
2,1,8,9,1,8,399,399,371,duplo,Norris & Piastri
2,1,8,9,1,10,399,399,368,duplo,Norris & Piastri
2,1,8,9,1,99,399,399,367,duplo,Norris & Piastri
2,1,99,9,1,2,399,399,384,duplo,Norris & Piastri
2,1,99,9,1,3,399,399,381,duplo,Norris & Piastri
2,1,99,9,1,4,399,399,378,duplo,Norris & Piastri
2,1,99,9,1,5,399,399,376,duplo,Norris & Piastri
2,1,99,9,1,6,399,399,374,duplo,Norris & Piastri
2,1,99,9,1,7,399,399,372,duplo,Norris & Piastri
2,1,99,9,1,8,399,399,370,duplo,Norris & Piastri
2,1,99,9,1,10,399,399,367,duplo,Norris & Piastri
2,1,99,9,1,99,399,399,366,duplo,Norris & Piastri
2,3,1,9,2,1,399,390,399,duplo,Norris & Verstappen
2,3,1,9,3,1,399,387,399,duplo,Norris & Verstappen
2,3,1,9,4,1,399,384,399,duplo,Norris & Verstappen
2,3,1,9,5,1,399,382,399,duplo,Norris & Verstappen
2,3,1,9,6,1,399,380,399,duplo,Norris & Verstappen
2,3,1,9,7,1,399,378,399,duplo,Norris & Verstappen
2,3,1,9,8,1,399,376,399,duplo,Norris & Verstappen
2,3,1,9,10,1,399,373,399,duplo,Norris & Verstappen
2,3,1,9,99,1,399,372,399,duplo,Norris & Verstappen
2,3,1,99,1,2,397,397,392,duplo,Norris & Piastri
2,3,1,99,1,3,397,397,389,duplo,Norris & Piastri
2,3,1,99,1,4,397,397,386,duplo,Norris & Piastri
2,3,1,99,1,5,397,397,384,duplo,Norris & Piastri
2,3,1,99,1,6,397,397,382,duplo,Norris & Piastri
2,3,1,99,1,7,397,397,380,duplo,Norris & Piastri
2,3,1,99,1,8,397,397,378,duplo,Norris & Piastri
2,3,1,99,1,9,397,397,376,duplo,Norris & Piastri
2,3,1,99,1,10,397,397,375,duplo,Norris & Piastri
2,3,1,99,1,99,397,397,374,duplo,Norris & Piastri
2,3,4,99,1,2,397,397,389,duplo,Norris & Piastri
2,3,4,99,1,3,397,397,386,duplo,Norris & Piastri
2,3,4,99,1,4,397,397,383,duplo,Norris & Piastri
2,3,4,99,1,5,397,397,381,duplo,Norris & Piastri
2,3,4,99,1,6,397,397,379,duplo,Norris & Piastri
2,3,4,99,1,7,397,397,377,duplo,Norris & Piastri
2,3,4,99,1,8,397,397,375,duplo,Norris & Piastri
2,3,4,99,1,9,397,397,373,duplo,Norris & Piastri
2,3,4,99,1,10,397,397,372,duplo,Norris & Piastri
2,3,4,99,1,99,397,397,371,duplo,Norris & Piastri
2,3,5,99,1,2,397,397,388,duplo,Norris & Piastri
2,3,5,99,1,3,397,397,385,duplo,Norris & Piastri
2,3,5,99,1,4,397,397,382,duplo,Norris & Piastri
2,3,5,99,1,5,397,397,380,duplo,Norris & Piastri
2,3,5,99,1,6,397,397,378,duplo,Norris & Piastri
2,3,5,99,1,7,397,397,376,duplo,Norris & Piastri
2,3,5,99,1,8,397,397,374,duplo,Norris & Piastri
2,3,5,99,1,9,397,397,372,duplo,Norris & Piastri
2,3,5,99,1,10,397,397,371,duplo,Norris & Piastri
2,3,5,99,1,99,397,397,370,duplo,Norris & Piastri
2,3,6,99,1,2,397,397,387,duplo,Norris & Piastri
2,3,6,99,1,3,397,397,384,duplo,Norris & Piastri
2,3,6,99,1,4,397,397,381,duplo,Norris & Piastri
2,3,6,99,1,5,397,397,379,duplo,Norris & Piastri
2,3,6,99,1,6,397,397,377,duplo,Norris & Piastri
2,3,6,99,1,7,397,397,375,duplo,Norris & Piastri
2,3,6,99,1,8,397,397,373,duplo,Norris & Piastri
2,3,6,99,1,9,397,397,371,duplo,Norris & Piastri
2,3,6,99,1,10,397,397,370,duplo,Norris & Piastri
2,3,6,99,1,99,397,397,369,duplo,Norris & Piastri
2,3,7,99,1,2,397,397,386,duplo,Norris & Piastri
2,3,7,99,1,3,397,397,383,duplo,Norris & Piastri
2,3,7,99,1,4,397,397,380,duplo,Norris & Piastri
2,3,7,99,1,5,397,397,378,duplo,Norris & Piastri
2,3,7,99,1,6,397,397,376,duplo,Norris & Piastri
2,3,7,99,1,7,397,397,374,duplo,Norris & Piastri
2,3,7,99,1,8,397,397,372,duplo,Norris & Piastri
2,3,7,99,1,9,397,397,370,duplo,Norris & Piastri
2,3,7,99,1,10,397,397,369,duplo,Norris & Piastri
2,3,7,99,1,99,397,397,368,duplo,Norris & Piastri
2,3,8,99,1,2,397,397,385,duplo,Norris & Piastri
2,3,8,99,1,3,397,397,382,duplo,Norris & Piastri
2,3,8,99,1,4,397,397,379,duplo,Norris & Piastri
2,3,8,99,1,5,397,397,377,duplo,Norris & Piastri
2,3,8,99,1,6,397,397,375,duplo,Norris & Piastri
2,3,8,99,1,7,397,397,373,duplo,Norris & Piastri
2,3,8,99,1,8,397,397,371,duplo,Norris & Piastri
2,3,8,99,1,9,397,397,369,duplo,Norris & Piastri
2,3,8,99,1,10,397,397,368,duplo,Norris & Piastri
2,3,8,99,1,99,397,397,367,duplo,Norris & Piastri
2,3,99,99,1,2,397,397,384,duplo,Norris & Piastri
2,3,99,99,1,3,397,397,381,duplo,Norris & Piastri
2,3,99,99,1,4,397,397,378,duplo,Norris & Piastri
2,3,99,99,1,5,397,397,376,duplo,Norris & Piastri
2,3,99,99,1,6,397,397,374,duplo,Norris & Piastri
2,3,99,99,1,7,397,397,372,duplo,Norris & Piastri
2,3,99,99,1,8,397,397,370,duplo,Norris & Piastri
2,3,99,99,1,9,397,397,368,duplo,Norris & Piastri
2,3,99,99,1,10,397,397,367,duplo,Norris & Piastri
2,3,99,99,1,99,397,397,366,duplo,Norris & Piastri
2,4,1,9,2,1,399,389,399,duplo,Norris & Verstappen
2,4,1,9,3,1,399,386,399,duplo,Norris & Verstappen
2,4,1,9,4,1,399,383,399,duplo,Norris & Verstappen
2,4,1,9,5,1,399,381,399,duplo,Norris & Verstappen
2,4,1,9,6,1,399,379,399,duplo,Norris & Verstappen
2,4,1,9,7,1,399,377,399,duplo,Norris & Verstappen
2,4,1,9,8,1,399,375,399,duplo,Norris & Verstappen
2,4,1,9,10,1,399,372,399,duplo,Norris & Verstappen
2,4,1,9,99,1,399,371,399,duplo,Norris & Verstappen
2,4,3,99,2,1,397,389,397,duplo,Norris & Verstappen
2,4,3,99,3,1,397,386,397,duplo,Norris & Verstappen
2,4,3,99,4,1,397,383,397,duplo,Norris & Verstappen
2,4,3,99,5,1,397,381,397,duplo,Norris & Verstappen
2,4,3,99,6,1,397,379,397,duplo,Norris & Verstappen
2,4,3,99,7,1,397,377,397,duplo,Norris & Verstappen
2,4,3,99,8,1,397,375,397,duplo,Norris & Verstappen
2,4,3,99,9,1,397,373,397,duplo,Norris & Verstappen
2,4,3,99,10,1,397,372,397,duplo,Norris & Verstappen
2,4,3,99,99,1,397,371,397,duplo,Norris & Verstappen
2,5,1,9,2,1,399,388,399,duplo,Norris & Verstappen
2,5,1,9,3,1,399,385,399,duplo,Norris & Verstappen
2,5,1,9,4,1,399,382,399,duplo,Norris & Verstappen
2,5,1,9,5,1,399,380,399,duplo,Norris & Verstappen
2,5,1,9,6,1,399,378,399,duplo,Norris & Verstappen
2,5,1,9,7,1,399,376,399,duplo,Norris & Verstappen
2,5,1,9,8,1,399,374,399,duplo,Norris & Verstappen
2,5,1,9,10,1,399,371,399,duplo,Norris & Verstappen
2,5,1,9,99,1,399,370,399,duplo,Norris & Verstappen
2,5,3,99,2,1,397,388,397,duplo,Norris & Verstappen
2,5,3,99,3,1,397,385,397,duplo,Norris & Verstappen
2,5,3,99,4,1,397,382,397,duplo,Norris & Verstappen
2,5,3,99,5,1,397,380,397,duplo,Norris & Verstappen
2,5,3,99,6,1,397,378,397,duplo,Norris & Verstappen
2,5,3,99,7,1,397,376,397,duplo,Norris & Verstappen
2,5,3,99,8,1,397,374,397,duplo,Norris & Verstappen
2,5,3,99,9,1,397,372,397,duplo,Norris & Verstappen
2,5,3,99,10,1,397,371,397,duplo,Norris & Verstappen
2,5,3,99,99,1,397,370,397,duplo,Norris & Verstappen
2,6,1,9,2,1,399,387,399,duplo,Norris & Verstappen
2,6,1,9,3,1,399,384,399,duplo,Norris & Verstappen
2,6,1,9,4,1,399,381,399,duplo,Norris & Verstappen
2,6,1,9,5,1,399,379,399,duplo,Norris & Verstappen
2,6,1,9,6,1,399,377,399,duplo,Norris & Verstappen
2,6,1,9,7,1,399,375,399,duplo,Norris & Verstappen
2,6,1,9,8,1,399,373,399,duplo,Norris & Verstappen
2,6,1,9,10,1,399,370,399,duplo,Norris & Verstappen
2,6,1,9,99,1,399,369,399,duplo,Norris & Verstappen
2,6,3,99,2,1,397,387,397,duplo,Norris & Verstappen
2,6,3,99,3,1,397,384,397,duplo,Norris & Verstappen
2,6,3,99,4,1,397,381,397,duplo,Norris & Verstappen
2,6,3,99,5,1,397,379,397,duplo,Norris & Verstappen
2,6,3,99,6,1,397,377,397,duplo,Norris & Verstappen
2,6,3,99,7,1,397,375,397,duplo,Norris & Verstappen
2,6,3,99,8,1,397,373,397,duplo,Norris & Verstappen
2,6,3,99,9,1,397,371,397,duplo,Norris & Verstappen
2,6,3,99,10,1,397,370,397,duplo,Norris & Verstappen
2,6,3,99,99,1,397,369,397,duplo,Norris & Verstappen
2,7,1,9,2,1,399,386,399,duplo,Norris & Verstappen
2,7,1,9,3,1,399,383,399,duplo,Norris & Verstappen
2,7,1,9,4,1,399,380,399,duplo,Norris & Verstappen
2,7,1,9,5,1,399,378,399,duplo,Norris & Verstappen
2,7,1,9,6,1,399,376,399,duplo,Norris & Verstappen
2,7,1,9,7,1,399,374,399,duplo,Norris & Verstappen
2,7,1,9,8,1,399,372,399,duplo,Norris & Verstappen
2,7,1,9,10,1,399,369,399,duplo,Norris & Verstappen
2,7,1,9,99,1,399,368,399,duplo,Norris & Verstappen
2,7,3,99,2,1,397,386,397,duplo,Norris & Verstappen
2,7,3,99,3,1,397,383,397,duplo,Norris & Verstappen
2,7,3,99,4,1,397,380,397,duplo,Norris & Verstappen
2,7,3,99,5,1,397,378,397,duplo,Norris & Verstappen
2,7,3,99,6,1,397,376,397,duplo,Norris & Verstappen
2,7,3,99,7,1,397,374,397,duplo,Norris & Verstappen
2,7,3,99,8,1,397,372,397,duplo,Norris & Verstappen
2,7,3,99,9,1,397,370,397,duplo,Norris & Verstappen
2,7,3,99,10,1,397,369,397,duplo,Norris & Verstappen
2,7,3,99,99,1,397,368,397,duplo,Norris & Verstappen
2,8,1,9,2,1,399,385,399,duplo,Norris & Verstappen
2,8,1,9,3,1,399,382,399,duplo,Norris & Verstappen
2,8,1,9,4,1,399,379,399,duplo,Norris & Verstappen
2,8,1,9,5,1,399,377,399,duplo,Norris & Verstappen
2,8,1,9,6,1,399,375,399,duplo,Norris & Verstappen
2,8,1,9,7,1,399,373,399,duplo,Norris & Verstappen
2,8,1,9,8,1,399,371,399,duplo,Norris & Verstappen
2,8,1,9,10,1,399,368,399,duplo,Norris & Verstappen
2,8,1,9,99,1,399,367,399,duplo,Norris & Verstappen
2,8,3,99,2,1,397,385,397,duplo,Norris & Verstappen
2,8,3,99,3,1,397,382,397,duplo,Norris & Verstappen
2,8,3,99,4,1,397,379,397,duplo,Norris & Verstappen
2,8,3,99,5,1,397,377,397,duplo,Norris & Verstappen
2,8,3,99,6,1,397,375,397,duplo,Norris & Verstappen
2,8,3,99,7,1,397,373,397,duplo,Norris & Verstappen
2,8,3,99,8,1,397,371,397,duplo,Norris & Verstappen
2,8,3,99,9,1,397,369,397,duplo,Norris & Verstappen
2,8,3,99,10,1,397,368,397,duplo,Norris & Verstappen
2,8,3,99,99,1,397,367,397,duplo,Norris & Verstappen
2,99,1,9,2,1,399,384,399,duplo,Norris & Verstappen
2,99,1,9,3,1,399,381,399,duplo,Norris & Verstappen
2,99,1,9,4,1,399,378,399,duplo,Norris & Verstappen
2,99,1,9,5,1,399,376,399,duplo,Norris & Verstappen
2,99,1,9,6,1,399,374,399,duplo,Norris & Verstappen
2,99,1,9,7,1,399,372,399,duplo,Norris & Verstappen
2,99,1,9,8,1,399,370,399,duplo,Norris & Verstappen
2,99,1,9,10,1,399,367,399,duplo,Norris & Verstappen
2,99,1,9,99,1,399,366,399,duplo,Norris & Verstappen
2,99,3,99,2,1,397,384,397,duplo,Norris & Verstappen
2,99,3,99,3,1,397,381,397,duplo,Norris & Verstappen
2,99,3,99,4,1,397,378,397,duplo,Norris & Verstappen
2,99,3,99,5,1,397,376,397,duplo,Norris & Verstappen
2,99,3,99,6,1,397,374,397,duplo,Norris & Verstappen
2,99,3,99,7,1,397,372,397,duplo,Norris & Verstappen
2,99,3,99,8,1,397,370,397,duplo,Norris & Verstappen
2,99,3,99,9,1,397,368,397,duplo,Norris & Verstappen
2,99,3,99,10,1,397,367,397,duplo,Norris & Verstappen
2,99,3,99,99,1,397,366,397,duplo,Norris & Verstappen
3,1,2,9,2,1,398,392,398,duplo,Norris & Verstappen
3,1,2,9,3,1,398,389,398,duplo,Norris & Verstappen
3,1,2,9,4,1,398,386,398,duplo,Norris & Verstappen
3,1,2,9,5,1,398,384,398,duplo,Norris & Verstappen
3,1,2,9,6,1,398,382,398,duplo,Norris & Verstappen
3,1,2,9,7,1,398,380,398,duplo,Norris & Verstappen
3,1,2,9,8,1,398,378,398,duplo,Norris & Verstappen
3,1,2,9,10,1,398,375,398,duplo,Norris & Verstappen
3,1,2,9,99,1,398,374,398,duplo,Norris & Verstappen
3,1,4,99,2,1,396,392,396,duplo,Norris & Verstappen
3,1,4,99,3,1,396,389,396,duplo,Norris & Verstappen
3,1,4,99,4,1,396,386,396,duplo,Norris & Verstappen
3,1,4,99,5,1,396,384,396,duplo,Norris & Verstappen
3,1,4,99,6,1,396,382,396,duplo,Norris & Verstappen
3,1,4,99,7,1,396,380,396,duplo,Norris & Verstappen
3,1,4,99,8,1,396,378,396,duplo,Norris & Verstappen
3,1,4,99,9,1,396,376,396,duplo,Norris & Verstappen
3,1,4,99,10,1,396,375,396,duplo,Norris & Verstappen
3,1,4,99,99,1,396,374,396,duplo,Norris & Verstappen
3,2,1,9,1,2,398,398,392,duplo,Norris & Piastri
3,2,1,9,1,3,398,398,389,duplo,Norris & Piastri
3,2,1,9,1,4,398,398,386,duplo,Norris & Piastri
3,2,1,9,1,5,398,398,384,duplo,Norris & Piastri
3,2,1,9,1,6,398,398,382,duplo,Norris & Piastri
3,2,1,9,1,7,398,398,380,duplo,Norris & Piastri
3,2,1,9,1,8,398,398,378,duplo,Norris & Piastri
3,2,1,9,1,10,398,398,375,duplo,Norris & Piastri
3,2,1,9,1,99,398,398,374,duplo,Norris & Piastri
3,2,4,9,1,2,398,398,389,duplo,Norris & Piastri
3,2,4,9,1,3,398,398,386,duplo,Norris & Piastri
3,2,4,9,1,4,398,398,383,duplo,Norris & Piastri
3,2,4,9,1,5,398,398,381,duplo,Norris & Piastri
3,2,4,9,1,6,398,398,379,duplo,Norris & Piastri
3,2,4,9,1,7,398,398,377,duplo,Norris & Piastri
3,2,4,9,1,8,398,398,375,duplo,Norris & Piastri
