sprint_norris,sprint_piastri,sprint_verstappen,corrida_norris,corrida_piastri,corrida_verstappen,pts_norris,pts_piastri,pts_verstappen,ganhos_norris,ganhos_piastri,ganhos_verstappen,pontos_empate,tipo_empate,pilotos_empatados
1,2,3,99,1,2,398,398,390,8,32,24,398,duplo,Norris & Piastri
1,2,3,99,1,3,398,398,387,8,32,21,398,duplo,Norris & Piastri
1,2,3,99,1,4,398,398,384,8,32,18,398,duplo,Norris & Piastri
1,2,3,99,1,5,398,398,382,8,32,16,398,duplo,Norris & Piastri
1,2,3,99,1,6,398,398,380,8,32,14,398,duplo,Norris & Piastri
1,2,3,99,1,7,398,398,378,8,32,12,398,duplo,Norris & Piastri
1,2,3,99,1,8,398,398,376,8,32,10,398,duplo,Norris & Piastri
1,2,3,99,1,9,398,398,374,8,32,8,398,duplo,Norris & Piastri
1,2,3,99,1,10,398,398,373,8,32,7,398,duplo,Norris & Piastri
1,2,3,99,1,99,398,398,372,8,32,6,398,duplo,Norris & Piastri
1,2,4,99,1,2,398,398,389,8,32,23,398,duplo,Norris & Piastri
1,2,4,99,1,3,398,398,386,8,32,20,398,duplo,Norris & Piastri
1,2,4,99,1,4,398,398,383,8,32,17,398,duplo,Norris & Piastri
1,2,4,99,1,5,398,398,381,8,32,15,398,duplo,Norris & Piastri
1,2,4,99,1,6,398,398,379,8,32,13,398,duplo,Norris & Piastri
1,2,4,99,1,7,398,398,377,8,32,11,398,duplo,Norris & Piastri
1,2,4,99,1,8,398,398,375,8,32,9,398,duplo,Norris & Piastri
1,2,4,99,1,9,398,398,373,8,32,7,398,duplo,Norris & Piastri
1,2,4,99,1,10,398,398,372,8,32,6,398,duplo,Norris & Piastri
1,2,4,99,1,99,398,398,371,8,32,5,398,duplo,Norris & Piastri
1,2,5,99,1,2,398,398,388,8,32,22,398,duplo,Norris & Piastri
1,2,5,99,1,3,398,398,385,8,32,19,398,duplo,Norris & Piastri
1,2,5,99,1,4,398,398,382,8,32,16,398,duplo,Norris & Piastri
1,2,5,99,1,5,398,398,380,8,32,14,398,duplo,Norris & Piastri
1,2,5,99,1,6,398,398,378,8,32,12,398,duplo,Norris & Piastri
1,2,5,99,1,7,398,398,376,8,32,10,398,duplo,Norris & Piastri
1,2,5,99,1,8,398,398,374,8,32,8,398,duplo,Norris & Piastri
1,2,5,99,1,9,398,398,372,8,32,6,398,duplo,Norris & Piastri
1,2,5,99,1,10,398,398,371,8,32,5,398,duplo,Norris & Piastri
1,2,5,99,1,99,398,398,370,8,32,4,398,duplo,Norris & Piastri
1,2,6,99,1,2,398,398,387,8,32,21,398,duplo,Norris & Piastri
1,2,6,99,1,3,398,398,384,8,32,18,398,duplo,Norris & Piastri
1,2,6,99,1,4,398,398,381,8,32,15,398,duplo,Norris & Piastri
1,2,6,99,1,5,398,398,379,8,32,13,398,duplo,Norris & Piastri
1,2,6,99,1,6,398,398,377,8,32,11,398,duplo,Norris & Piastri
1,2,6,99,1,7,398,398,375,8,32,9,398,duplo,Norris & Piastri
1,2,6,99,1,8,398,398,373,8,32,7,398,duplo,Norris & Piastri
1,2,6,99,1,9,398,398,371,8,32,5,398,duplo,Norris & Piastri
1,2,6,99,1,10,398,398,370,8,32,4,398,duplo,Norris & Piastri
1,2,6,99,1,99,398,398,369,8,32,3,398,duplo,Norris & Piastri
1,2,7,99,1,2,398,398,386,8,32,20,398,duplo,Norris & Piastri
1,2,7,99,1,3,398,398,383,8,32,17,398,duplo,Norris & Piastri
1,2,7,99,1,4,398,398,380,8,32,14,398,duplo,Norris & Piastri
1,2,7,99,1,5,398,398,378,8,32,12,398,duplo,Norris & Piastri
1,2,7,99,1,6,398,398,376,8,32,10,398,duplo,Norris & Piastri
1,2,7,99,1,7,398,398,374,8,32,8,398,duplo,Norris & Piastri
1,2,7,99,1,8,398,398,372,8,32,6,398,duplo,Norris & Piastri
1,2,7,99,1,9,398,398,370,8,32,4,398,duplo,Norris & Piastri
1,2,7,99,1,10,398,398,369,8,32,3,398,duplo,Norris & Piastri
1,2,7,99,1,99,398,398,368,8,32,2,398,duplo,Norris & Piastri
1,2,8,99,1,2,398,398,385,8,32,19,398,duplo,Norris & Piastri
1,2,8,99,1,3,398,398,382,8,32,16,398,duplo,Norris & Piastri
1,2,8,99,1,4,398,398,379,8,32,13,398,duplo,Norris & Piastri
1,2,8,99,1,5,398,398,377,8,32,11,398,duplo,Norris & Piastri
1,2,8,99,1,6,398,398,375,8,32,9,398,duplo,Norris & Piastri
1,2,8,99,1,7,398,398,373,8,32,7,398,duplo,Norris & Piastri
1,2,8,99,1,8,398,398,371,8,32,5,398,duplo,Norris & Piastri
1,2,8,99,1,9,398,398,369,8,32,3,398,duplo,Norris & Piastri
1,2,8,99,1,10,398,398,368,8,32,2,398,duplo,Norris & Piastri
1,2,8,99,1,99,398,398,367,8,32,1,398,duplo,Norris & Piastri
1,2,99,99,1,2,398,398,384,8,32,18,398,duplo,Norris & Piastri
1,2,99,99,1,3,398,398,381,8,32,15,398,duplo,Norris & Piastri
1,2,99,99,1,4,398,398,378,8,32,12,398,duplo,Norris & Piastri
1,2,99,99,1,5,398,398,376,8,32,10,398,duplo,Norris & Piastri
1,2,99,99,1,6,398,398,374,8,32,8,398,duplo,Norris & Piastri
1,2,99,99,1,7,398,398,372,8,32,6,398,duplo,Norris & Piastri
1,2,99,99,1,8,398,398,370,8,32,4,398,duplo,Norris & Piastri
1,2,99,99,1,9,398,398,368,8,32,2,398,duplo,Norris & Piastri
1,2,99,99,1,10,398,398,367,8,32,1,398,duplo,Norris & Piastri
1,2,99,99,1,99,398,398,366,8,32,0,398,duplo,Norris & Piastri
1,3,2,99,2,1,398,390,398,8,24,32,398,duplo,Norris & Verstappen
1,3,2,99,3,1,398,387,398,8,21,32,398,duplo,Norris & Verstappen
1,3,2,99,4,1,398,384,398,8,18,32,398,duplo,Norris & Verstappen
1,3,2,99,5,1,398,382,398,8,16,32,398,duplo,Norris & Verstappen
1,3,2,99,6,1,398,380,398,8,14,32,398,duplo,Norris & Verstappen
1,3,2,99,7,1,398,378,398,8,12,32,398,duplo,Norris & Verstappen
1,3,2,99,8,1,398,376,398,8,10,32,398,duplo,Norris & Verstappen
1,3,2,99,9,1,398,374,398,8,8,32,398,duplo,Norris & Verstappen
1,3,2,99,10,1,398,373,398,8,7,32,398,duplo,Norris & Verstappen
1,3,2,99,99,1,398,372,398,8,6,32,398,duplo,Norris & Verstappen
1,4,2,99,2,1,398,389,398,8,23,32,398,duplo,Norris & Verstappen
1,4,2,99,3,1,398,386,398,8,20,32,398,duplo,Norris & Verstappen
1,4,2,99,4,1,398,383,398,8,17,32,398,duplo,Norris & Verstappen
1,4,2,99,5,1,398,381,398,8,15,32,398,duplo,Norris & Verstappen
1,4,2,99,6,1,398,379,398,8,13,32,398,duplo,Norris & Verstappen
1,4,2,99,7,1,398,377,398,8,11,32,398,duplo,Norris & Verstappen
1,4,2,99,8,1,398,375,398,8,9,32,398,duplo,Norris & Verstappen
1,4,2,99,9,1,398,373,398,8,7,32,398,duplo,Norris & Verstappen
1,4,2,99,10,1,398,372,398,8,6,32,398,duplo,Norris & Verstappen
1,4,2,99,99,1,398,371,398,8,5,32,398,duplo,Norris & Verstappen
1,5,2,99,2,1,398,388,398,8,22,32,398,duplo,Norris & Verstappen
1,5,2,99,3,1,398,385,398,8,19,32,398,duplo,Norris & Verstappen
1,5,2,99,4,1,398,382,398,8,16,32,398,duplo,Norris & Verstappen
1,5,2,99,5,1,398,380,398,8,14,32,398,duplo,Norris & Verstappen
1,5,2,99,6,1,398,378,398,8,12,32,398,duplo,Norris & Verstappen
1,5,2,99,7,1,398,376,398,8,10,32,398,duplo,Norris & Verstappen
1,5,2,99,8,1,398,374,398,8,8,32,398,duplo,Norris & Verstappen
1,5,2,99,9,1,398,372,398,8,6,32,398,duplo,Norris & Verstappen
1,5,2,99,10,1,398,371,398,8,5,32,398,duplo,Norris & Verstappen
1,5,2,99,99,1,398,370,398,8,4,32,398,duplo,Norris & Verstappen
1,6,2,99,2,1,398,387,398,8,21,32,398,duplo,Norris & Verstappen
1,6,2,99,3,1,398,384,398,8,18,32,398,duplo,Norris & Verstappen
1,6,2,99,4,1,398,381,398,8,15,32,398,duplo,Norris & Verstappen
1,6,2,99,5,1,398,379,398,8,13,32,398,duplo,Norris & Verstappen
1,6,2,99,6,1,398,377,398,8,11,32,398,duplo,Norris & Verstappen
1,6,2,99,7,1,398,375,398,8,9,32,398,duplo,Norris & Verstappen
1,6,2,99,8,1,398,373,398,8,7,32,398,duplo,Norris & Verstappen
1,6,2,99,9,1,398,371,398,8,5,32,398,duplo,Norris & Verstappen
1,6,2,99,10,1,398,370,398,8,4,32,398,duplo,Norris & Verstappen
1,6,2,99,99,1,398,369,398,8,3,32,398,duplo,Norris & Verstappen
1,7,2,99,2,1,398,386,398,8,20,32,398,duplo,Norris & Verstappen
1,7,2,99,3,1,398,383,398,8,17,32,398,duplo,Norris & Verstappen
1,7,2,99,4,1,398,380,398,8,14,32,398,duplo,Norris & Verstappen
1,7,2,99,5,1,398,378,398,8,12,32,398,duplo,Norris & Verstappen
1,7,2,99,6,1,398,376,398,8,10,32,398,duplo,Norris & Verstappen
1,7,2,99,7,1,398,374,398,8,8,32,398,duplo,Norris & Verstappen
1,7,2,99,8,1,398,372,398,8,6,32,398,duplo,Norris & Verstappen
1,7,2,99,9,1,398,370,398,8,4,32,398,duplo,Norris & Verstappen
1,7,2,99,10,1,398,369,398,8,3,32,398,duplo,Norris & Verstappen
1,7,2,99,99,1,398,368,398,8,2,32,398,duplo,Norris & Verstappen
1,8,2,99,2,1,398,385,398,8,19,32,398,duplo,Norris & Verstappen
1,8,2,99,3,1,398,382,398,8,16,32,398,duplo,Norris & Verstappen
1,8,2,99,4,1,398,379,398,8,13,32,398,duplo,Norris & Verstappen
1,8,2,99,5,1,398,377,398,8,11,32,398,duplo,Norris & Verstappen
1,8,2,99,6,1,398,375,398,8,9,32,398,duplo,Norris & Verstappen
1,8,2,99,7,1,398,373,398,8,7,32,398,duplo,Norris & Verstappen
1,8,2,99,8,1,398,371,398,8,5,32,398,duplo,Norris & Verstappen
1,8,2,99,9,1,398,369,398,8,3,32,398,duplo,Norris & Verstappen
1,8,2,99,10,1,398,368,398,8,2,32,398,duplo,Norris & Verstappen
1,8,2,99,99,1,398,367,398,8,1,32,398,duplo,Norris & Verstappen
1,99,2,99,2,1,398,384,398,8,18,32,398,duplo,Norris & Verstappen
1,99,2,99,3,1,398,381,398,8,15,32,398,duplo,Norris & Verstappen
1,99,2,99,4,1,398,378,398,8,12,32,398,duplo,Norris & Verstappen
1,99,2,99,5,1,398,376,398,8,10,32,398,duplo,Norris & Verstappen
1,99,2,99,6,1,398,374,398,8,8,32,398,duplo,Norris & Verstappen
1,99,2,99,7,1,398,372,398,8,6,32,398,duplo,Norris & Verstappen
1,99,2,99,8,1,398,370,398,8,4,32,398,duplo,Norris & Verstappen
1,99,2,99,9,1,398,368,398,8,2,32,398,duplo,Norris & Verstappen
1,99,2,99,10,1,398,367,398,8,1,32,398,duplo,Norris & Verstappen
1,99,2,99,99,1,398,366,398,8,0,32,398,duplo,Norris & Verstappen
2,1,3,9,1,2,399,399,390,9,33,24,399,duplo,Norris & Piastri
2,1,3,9,1,3,399,399,387,9,33,21,399,duplo,Norris & Piastri
2,1,3,9,1,4,399,399,384,9,33,18,399,duplo,Norris & Piastri
2,1,3,9,1,5,399,399,382,9,33,16,399,duplo,Norris & Piastri
2,1,3,9,1,6,399,399,380,9,33,14,399,duplo,Norris & Piastri
2,1,3,9,1,7,399,399,378,9,33,12,399,duplo,Norris & Piastri
2,1,3,9,1,8,399,399,376,9,33,10,399,duplo,Norris & Piastri
2,1,3,9,1,10,399,399,373,9,33,7,399,duplo,Norris & Piastri
2,1,3,9,1,99,399,399,372,9,33,6,399,duplo,Norris & Piastri
2,1,3,99,2,1,397,392,397,7,26,31,397,duplo,Norris & Verstappen
2,1,3,99,3,1,397,389,397,7,23,31,397,duplo,Norris & Verstappen
2,1,3,99,4,1,397,386,397,7,20,31,397,duplo,Norris & Verstappen
2,1,3,99,5,1,397,384,397,7,18,31,397,duplo,Norris & Verstappen
2,1,3,99,6,1,397,382,397,7,16,31,397,duplo,Norris & Verstappen
2,1,3,99,7,1,397,380,397,7,14,31,397,duplo,Norris & Verstappen
2,1,3,99,8,1,397,378,397,7,12,31,397,duplo,Norris & Verstappen
2,1,3,99,9,1,397,376,397,7,10,31,397,duplo,Norris & Verstappen
2,1,3,99,10,1,397,375,397,7,9,31,397,duplo,Norris & Verstappen
2,1,3,99,99,1,397,374,397,7,8,31,397,duplo,Norris & Verstappen
2,1,4,9,1,2,399,399,389,9,33,23,399,duplo,Norris & Piastri
2,1,4,9,1,3,399,399,386,9,33,20,399,duplo,Norris & Piastri
2,1,4,9,1,4,399,399,383,9,33,17,399,duplo,Norris & Piastri
2,1,4,9,1,5,399,399,381,9,33,15,399,duplo,Norris & Piastri
2,1,4,9,1,6,399,399,379,9,33,13,399,duplo,Norris & Piastri
2,1,4,9,1,7,399,399,377,9,33,11,399,duplo,Norris & Piastri
2,1,4,9,1,8,399,399,375,9,33,9,399,duplo,Norris & Piastri
2,1,4,9,1,10,399,399,372,9,33,6,399,duplo,Norris & Piastri
2,1,4,9,1,99,399,399,371,9,33,5,399,duplo,Norris & Piastri
2,1,5,9,1,2,399,399,388,9,33,22,399,duplo,Norris & Piastri
2,1,5,9,1,3,399,399,385,9,33,19,399,duplo,Norris & Piastri
2,1,5,9,1,4,399,399,382,9,33,16,399,duplo,Norris & Piastri
2,1,5,9,1,5,399,399,380,9,33,14,399,duplo,Norris & Piastri
2,1,5,9,1,6,399,399,378,9,33,12,399,duplo,Norris & Piastri
2,1,5,9,1,7,399,399,376,9,33,10,399,duplo,Norris & Piastri
2,1,5,9,1,8,399,399,374,9,33,8,399,duplo,Norris & Piastri
2,1,5,9,1,10,399,399,371,9,33,5,399,duplo,Norris & Piastri
2,1,5,9,1,99,399,399,370,9,33,4,399,duplo,Norris & Piastri
2,1,6,9,1,2,399,399,387,9,33,21,399,duplo,Norris & Piastri
2,1,6,9,1,3,399,399,384,9,33,18,399,duplo,Norris & Piastri
2,1,6,9,1,4,399,399,381,9,33,15,399,duplo,Norris & Piastri
2,1,6,9,1,5,399,399,379,9,33,13,399,duplo,Norris & Piastri
2,1,6,9,1,6,399,399,377,9,33,11,399,duplo,Norris & Piastri
2,1,6,9,1,7,399,399,375,9,33,9,399,duplo,Norris & Piastri
2,1,6,9,1,8,399,399,373,9,33,7,399,duplo,Norris & Piastri
2,1,6,9,1,10,399,399,370,9,33,4,399,duplo,Norris & Piastri
2,1,6,9,1,99,399,399,369,9,33,3,399,duplo,Norris & Piastri
2,1,7,9,1,2,399,399,386,9,33,20,399,duplo,Norris & Piastri
2,1,7,9,1,3,399,399,383,9,33,17,399,duplo,Norris & Piastri
2,1,7,9,1,4,399,399,380,9,33,14,399,duplo,Norris & Piastri
2,1,7,9,1,5,399,399,378,9,33,12,399,duplo,Norris & Piastri
2,1,7,9,1,6,399,399,376,9,33,10,399,duplo,Norris & Piastri
2,1,7,9,1,7,399,399,374,9,33,8,399,duplo,Norris & Piastri
2,1,7,9,1,8,399,399,372,9,33,6,399,duplo,Norris & Piastri
2,1,7,9,1,10,399,399,369,9,33,3,399,duplo,Norris & Piastri
2,1,7,9,1,99,399,399,368,9,33,2,399,duplo,Norris & Piastri
2,1,8,9,1,2,399,399,385,9,33,19,399,duplo,Norris & Piastri
2,1,8,9,1,3,399,399,382,9,33,16,399,duplo,Norris & Piastri
2,1,8,9,1,4,399,399,379,9,33,13,399,duplo,Norris & Piastri
2,1,8,9,1,5,399,399,377,9,33,11,399,duplo,Norris & Piastri
2,1,8,9,1,6,399,399,375,9,33,9,399,duplo,Norris & Piastri
2,1,8,9,1,7,399,399,373,9,33,7,399,duplo,Norris & Piastri
2,1,8,9,1,8,399,399,371,9,33,5,399,duplo,Norris & Piastri
2,1,8,9,1,10,399,399,368,9,33,2,399,duplo,Norris & Piastri
2,1,8,9,1,99,399,399,367,9,33,1,399,duplo,Norris & Piastri
2,1,99,9,1,2,399,399,384,9,33,18,399,duplo,Norris & Piastri
2,1,99,9,1,3,399,399,381,9,33,15,399,duplo,Norris & Piastri
2,1,99,9,1,4,399,399,378,9,33,12,399,duplo,Norris & Piastri
2,1,99,9,1,5,399,399,376,9,33,10,399,duplo,Norris & Piastri
2,1,99,9,1,6,399,399,374,9,33,8,399,duplo,Norris & Piastri
2,1,99,9,1,7,399,399,372,9,33,6,399,duplo,Norris & Piastri
2,1,99,9,1,8,399,399,370,9,33,4,399,duplo,Norris & Piastri
2,1,99,9,1,10,399,399,367,9,33,1,399,duplo,Norris & Piastri
2,1,99,9,1,99,399,399,366,9,33,0,399,duplo,Norris & Piastri
2,3,1,9,2,1,399,390,399,9,24,33,399,duplo,Norris & Verstappen
2,3,1,9,3,1,399,387,399,9,21,33,399,duplo,Norris & Verstappen
2,3,1,9,4,1,399,384,399,9,18,33,399,duplo,Norris & Verstappen
2,3,1,9,5,1,399,382,399,9,16,33,399,duplo,Norris & Verstappen
2,3,1,9,6,1,399,380,399,9,14,33,399,duplo,Norris & Verstappen
2,3,1,9,7,1,399,378,399,9,12,33,399,duplo,Norris & Verstappen
2,3,1,9,8,1,399,376,399,9,10,33,399,duplo,Norris & Verstappen
2,3,1,9,10,1,399,373,399,9,7,33,399,duplo,Norris & Verstappen
2,3,1,9,99,1,399,372,399,9,6,33,399,duplo,Norris & Verstappen
2,3,1,99,1,2,397,397,392,7,31,26,397,duplo,Norris & Piastri
2,3,1,99,1,3,397,397,389,7,31,23,397,duplo,Norris & Piastri
2,3,1,99,1,4,397,397,386,7,31,20,397,duplo,Norris & Piastri
2,3,1,99,1,5,397,397,384,7,31,18,397,duplo,Norris & Piastri
2,3,1,99,1,6,397,397,382,7,31,16,397,duplo,Norris & Piastri
2,3,1,99,1,7,397,397,380,7,31,14,397,duplo,Norris & Piastri
2,3,1,99,1,8,397,397,378,7,31,12,397,duplo,Norris & Piastri
2,3,1,99,1,9,397,397,376,7,31,10,397,duplo,Norris & Piastri
2,3,1,99,1,10,397,397,375,7,31,9,397,duplo,Norris & Piastri
2,3,1,99,1,99,397,397,374,7,31,8,397,duplo,Norris & Piastri
2,3,4,99,1,2,397,397,389,7,31,23,397,duplo,Norris & Piastri
2,3,4,99,1,3,397,397,386,7,31,20,397,duplo,Norris & Piastri
2,3,4,99,1,4,397,397,383,7,31,17,397,duplo,Norris & Piastri
2,3,4,99,1,5,397,397,381,7,31,15,397,duplo,Norris & Piastri
2,3,4,99,1,6,397,397,379,7,31,13,397,duplo,Norris & Piastri
2,3,4,99,1,7,397,397,377,7,31,11,397,duplo,Norris & Piastri
2,3,4,99,1,8,397,397,375,7,31,9,397,duplo,Norris & Piastri
2,3,4,99,1,9,397,397,373,7,31,7,397,duplo,Norris & Piastri
2,3,4,99,1,10,397,397,372,7,31,6,397,duplo,Norris & Piastri
2,3,4,99,1,99,397,397,371,7,31,5,397,duplo,Norris & Piastri
2,3,5,99,1,2,397,397,388,7,31,22,397,duplo,Norris & Piastri
2,3,5,99,1,3,397,397,385,7,31,19,397,duplo,Norris & Piastri
2,3,5,99,1,4,397,397,382,7,31,16,397,duplo,Norris & Piastri
2,3,5,99,1,5,397,397,380,7,31,14,397,duplo,Norris & Piastri
2,3,5,99,1,6,397,397,378,7,31,12,397,duplo,Norris & Piastri
2,3,5,99,1,7,397,397,376,7,31,10,397,duplo,Norris & Piastri
2,3,5,99,1,8,397,397,374,7,31,8,397,duplo,Norris & Piastri
2,3,5,99,1,9,397,397,372,7,31,6,397,duplo,Norris & Piastri
2,3,5,99,1,10,397,397,371,7,31,5,397,duplo,Norris & Piastri
2,3,5,99,1,99,397,397,370,7,31,4,397,duplo,Norris & Piastri
2,3,6,99,1,2,397,397,387,7,31,21,397,duplo,Norris & Piastri
2,3,6,99,1,3,397,397,384,7,31,18,397,duplo,Norris & Piastri
2,3,6,99,1,4,397,397,381,7,31,15,397,duplo,Norris & Piastri
2,3,6,99,1,5,397,397,379,7,31,13,397,duplo,Norris & Piastri
2,3,6,99,1,6,397,397,377,7,31,11,397,duplo,Norris & Piastri
2,3,6,99,1,7,397,397,375,7,31,9,397,duplo,Norris & Piastri
2,3,6,99,1,8,397,397,373,7,31,7,397,duplo,Norris & Piastri
2,3,6,99,1,9,397,397,371,7,31,5,397,duplo,Norris & Piastri
2,3,6,99,1,10,397,397,370,7,31,4,397,duplo,Norris & Piastri
2,3,6,99,1,99,397,397,369,7,31,3,397,duplo,Norris & Piastri
2,3,7,99,1,2,397,397,386,7,31,20,397,duplo,Norris & Piastri
2,3,7,99,1,3,397,397,383,7,31,17,397,duplo,Norris & Piastri
2,3,7,99,1,4,397,397,380,7,31,14,397,duplo,Norris & Piastri
2,3,7,99,1,5,397,397,378,7,31,12,397,duplo,Norris & Piastri
2,3,7,99,1,6,397,397,376,7,31,10,397,duplo,Norris & Piastri
2,3,7,99,1,7,397,397,374,7,31,8,397,duplo,Norris & Piastri
2,3,7,99,1,8,397,397,372,7,31,6,397,duplo,Norris & Piastri
2,3,7,99,1,9,397,397,370,7,31,4,397,duplo,Norris & Piastri
2,3,7,99,1,10,397,397,369,7,31,3,397,duplo,Norris & Piastri
2,3,7,99,1,99,397,397,368,7,31,2,397,duplo,Norris & Piastri
2,3,8,99,1,2,397,397,385,7,31,19,397,duplo,Norris & Piastri
2,3,8,99,1,3,397,397,382,7,31,16,397,duplo,Norris & Piastri
2,3,8,99,1,4,397,397,379,7,31,13,397,duplo,Norris & Piastri
2,3,8,99,1,5,397,397,377,7,31,11,397,duplo,Norris & Piastri
2,3,8,99,1,6,397,397,375,7,31,9,397,duplo,Norris & Piastri
2,3,8,99,1,7,397,397,373,7,31,7,397,duplo,Norris & Piastri
2,3,8,99,1,8,397,397,371,7,31,5,397,duplo,Norris & Piastri
2,3,8,99,1,9,397,397,369,7,31,3,397,duplo,Norris & Piastri
2,3,8,99,1,10,397,397,368,7,31,2,397,duplo,Norris & Piastri
2,3,8,99,1,99,397,397,367,7,31,1,397,duplo,Norris & Piastri
2,3,99,99,1,2,397,397,384,7,31,18,397,duplo,Norris & Piastri
2,3,99,99,1,3,397,397,381,7,31,15,397,duplo,Norris & Piastri
2,3,99,99,1,4,397,397,378,7,31,12,397,duplo,Norris & Piastri
2,3,99,99,1,5,397,397,376,7,31,10,397,duplo,Norris & Piastri
2,3,99,99,1,6,397,397,374,7,31,8,397,duplo,Norris & Piastri
2,3,99,99,1,7,397,397,372,7,31,6,397,duplo,Norris & Piastri
2,3,99,99,1,8,397,397,370,7,31,4,397,duplo,Norris & Piastri
2,3,99,99,1,9,397,397,368,7,31,2,397,duplo,Norris & Piastri
2,3,99,99,1,10,397,397,367,7,31,1,397,duplo,Norris & Piastri
2,3,99,99,1,99,397,397,366,7,31,0,397,duplo,Norris & Piastri
2,4,1,9,2,1,399,389,399,9,23,33,399,duplo,Norris & Verstappen
2,4,1,9,3,1,399,386,399,9,20,33,399,duplo,Norris & Verstappen
2,4,1,9,4,1,399,383,399,9,17,33,399,duplo,Norris & Verstappen
2,4,1,9,5,1,399,381,399,9,15,33,399,duplo,Norris & Verstappen
2,4,1,9,6,1,399,379,399,9,13,33,399,duplo,Norris & Verstappen
2,4,1,9,7,1,399,377,399,9,11,33,399,duplo,Norris & Verstappen
2,4,1,9,8,1,399,375,399,9,9,33,399,duplo,Norris & Verstappen
2,4,1,9,10,1,399,372,399,9,6,33,399,duplo,Norris & Verstappen
2,4,1,9,99,1,399,371,399,9,5,33,399,duplo,Norris & Verstappen
2,4,3,99,2,1,397,389,397,7,23,31,397,duplo,Norris & Verstappen
2,4,3,99,3,1,397,386,397,7,20,31,397,duplo,Norris & Verstappen
2,4,3,99,4,1,397,383,397,7,17,31,397,duplo,Norris & Verstappen
2,4,3,99,5,1,397,381,397,7,15,31,397,duplo,Norris & Verstappen
2,4,3,99,6,1,397,379,397,7,13,31,397,duplo,Norris & Verstappen
2,4,3,99,7,1,397,377,397,7,11,31,397,duplo,Norris & Verstappen
2,4,3,99,8,1,397,375,397,7,9,31,397,duplo,Norris & Verstappen
2,4,3,99,9,1,397,373,397,7,7,31,397,duplo,Norris & Verstappen
2,4,3,99,10,1,397,372,397,7,6,31,397,duplo,Norris & Verstappen
2,4,3,99,99,1,397,371,397,7,5,31,397,duplo,Norris & Verstappen
2,5,1,9,2,1,399,388,399,9,22,33,399,duplo,Norris & Verstappen
2,5,1,9,3,1,399,385,399,9,19,33,399,duplo,Norris & Verstappen
2,5,1,9,4,1,399,382,399,9,16,33,399,duplo,Norris & Verstappen
2,5,1,9,5,1,399,380,399,9,14,33,399,duplo,Norris & Verstappen
2,5,1,9,6,1,399,378,399,9,12,33,399,duplo,Norris & Verstappen
2,5,1,9,7,1,399,376,399,9,10,33,399,duplo,Norris & Verstappen
2,5,1,9,8,1,399,374,399,9,8,33,399,duplo,Norris & Verstappen
2,5,1,9,10,1,399,371,399,9,5,33,399,duplo,Norris & Verstappen
2,5,1,9,99,1,399,370,399,9,4,33,399,duplo,Norris & Verstappen
2,5,3,99,2,1,397,388,397,7,22,31,397,duplo,Norris & Verstappen
2,5,3,99,3,1,397,385,397,7,19,31,397,duplo,Norris & Verstappen
2,5,3,99,4,1,397,382,397,7,16,31,397,duplo,Norris & Verstappen
2,5,3,99,5,1,397,380,397,7,14,31,397,duplo,Norris & Verstappen
2,5,3,99,6,1,397,378,397,7,12,31,397,duplo,Norris & Verstappen
2,5,3,99,7,1,397,376,397,7,10,31,397,duplo,Norris & Verstappen
2,5,3,99,8,1,397,374,397,7,8,31,397,duplo,Norris & Verstappen
2,5,3,99,9,1,397,372,397,7,6,31,397,duplo,Norris & Verstappen
2,5,3,99,10,1,397,371,397,7,5,31,397,duplo,Norris & Verstappen
2,5,3,99,99,1,397,370,397,7,4,31,397,duplo,Norris & Verstappen
2,6,1,9,2,1,399,387,399,9,21,33,399,duplo,Norris & Verstappen
2,6,1,9,3,1,399,384,399,9,18,33,399,duplo,Norris & Verstappen
2,6,1,9,4,1,399,381,399,9,15,33,399,duplo,Norris & Verstappen
2,6,1,9,5,1,399,379,399,9,13,33,399,duplo,Norris & Verstappen
2,6,1,9,6,1,399,377,399,9,11,33,399,duplo,Norris & Verstappen
2,6,1,9,7,1,399,375,399,9,9,33,399,duplo,Norris & Verstappen
2,6,1,9,8,1,399,373,399,9,7,33,399,duplo,Norris & Verstappen
2,6,1,9,10,1,399,370,399,9,4,33,399,duplo,Norris & Verstappen
2,6,1,9,99,1,399,369,399,9,3,33,399,duplo,Norris & Verstappen
2,6,3,99,2,1,397,387,397,7,21,31,397,duplo,Norris & Verstappen
2,6,3,99,3,1,397,384,397,7,18,31,397,duplo,Norris & Verstappen
2,6,3,99,4,1,397,381,397,7,15,31,397,duplo,Norris & Verstappen
2,6,3,99,5,1,397,379,397,7,13,31,397,duplo,Norris & Verstappen
2,6,3,99,6,1,397,377,397,7,11,31,397,duplo,Norris & Verstappen
2,6,3,99,7,1,397,375,397,7,9,31,397,duplo,Norris & Verstappen
2,6,3,99,8,1,397,373,397,7,7,31,397,duplo,Norris & Verstappen
2,6,3,99,9,1,397,371,397,7,5,31,397,duplo,Norris & Verstappen
2,6,3,99,10,1,397,370,397,7,4,31,397,duplo,Norris & Verstappen
2,6,3,99,99,1,397,369,397,7,3,31,397,duplo,Norris & Verstappen
2,7,1,9,2,1,399,386,399,9,20,33,399,duplo,Norris & Verstappen
2,7,1,9,3,1,399,383,399,9,17,33,399,duplo,Norris & Verstappen
2,7,1,9,4,1,399,380,399,9,14,33,399,duplo,Norris & Verstappen
